Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Morocco,Jerada,Mini Tech,8,Dell,OptiPlex,SSD,John Whitney,New Sales,9858,11979,Bank Transfer,777,2024-03-08,2024-03-19,0,16GB,444,Online,Low,0,615,10676,500GB
North America,Pennsylvania,Chester,ABC Computers,6,Samsung,Notebook 7 Spin,SSD,Beth James,Returns,19797,23158,Finance,942,2023-11-06,2023-11-21,3415,4GB,560,Online,Medium,0,297,21075,256GB
Africa,Tanzania,Pemba Kaskazini,ABC Computers,5,Acer,Swift 3,HDD,Aaron Taylor,Returns,11813,13864,Cash,385,2023-04-29,2023-05-11,0,2GB,631,Online,Low,0,189,11854,1TB
Africa,Botswana,North-East,Frankies Hardware and Software,5,Lenovo,IdeaPad Flex 5,SSD,Susan Nelson,Repairs,10477,12891,Finance,990,2023-09-16,2023-10-13,26981,2GB,427,Online,Low,4536,799,11817,500GB
Africa,Egypt,Port Said,Mini Tech,4,MSI,GP65 Leopard,SSD,Kelly Christian,New Sales,21410,23950,Finance,341,2023-05-16,2023-05-24,25226,8GB,784,Online,Low,0,148,21809,500GB
Africa,South Africa,Free State,GH PC Shop,8,HP,Chromebook,SSD,Erin Williams,New Sales,8453,11822,Finance,433,2022-07-21,2022-08-16,34967,2GB,415,Online,High,0,54,8548,1TB
North America,Georgia,Marietta,Benjis Tech,1,Lenovo,ThinkPad T14,HDD,Ashley Thomas,Repairs,4233,8465,Cash,462,2022-11-15,,0,4GB,791,Offline,Low,4182,371,7531,500GB
North America,Ohio,Warren,S & A Computer Place,10,HP,Omen,SSD,Diamond Baker,Returns,26098,30506,Bank Transfer,192,2021-08-31,2021-09-15,0,4GB,523,Online,Medium,0,706,30361,1TB
North America,Florida,Davie,XYZ Tech,3,HP,ZBook,SSD,Deborah Anderson MD,Second-hand Sales,5890,9887,Finance,601,2022-03-15,,44169,2GB,454,Offline,High,0,128,8450,500GB
Africa,Ethiopia,Afar,GH PC Shop,4,Lenovo,ThinkPad X13 Yoga,HDD,Joseph Good,Repairs,14757,17743,Cash,990,2022-06-02,,0,8GB,644,Offline,Medium,3291,910,15643,1TB
North America,California,Riverside,KyaSand Tech Gadgets,7,Lenovo,ThinkPad X1 Yoga,SSD,Larry Smith,Repairs,24938,29665,Bank Transfer,192,2022-03-30,,0,8GB,679,Offline,High,1181,296,25538,500GB
North America,Pennsylvania,Easton,KyaSand Tech Gadgets,5,Asus,VivoBook S14,SSD,Michael Chan,Returns,4347,9283,Bank Transfer,184,2023-05-08,2023-05-15,0,16GB,414,Online,High,0,209,9144,256GB
North America,Pennsylvania,Lebanon,DEF Machines,3,Acer,Swift 3,HDD,Michael Smith,Returns,21757,25471,Cash,992,2023-04-05,2023-04-10,0,2GB,455,Online,Medium,0,822,23264,256GB
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,8,Apple,Apple Power Mac G5,SSD,Thomas Ramos,Repairs,18694,22898,Cash,95,2023-11-18,2023-11-27,0,2GB,557,Online,Low,4564,252,22640,500GB
North America,Illinois,Des Plaines,GH PC Shop,3,Lenovo,IdeaCentre AIO 3,HDD,Jason Phillips,Repairs,6230,11157,Bank Transfer,360,2022-07-06,2022-08-02,0,4GB,739,Online,Medium,1529,392,10872,1TB
North America,Florida,Miami Gardens,DEF Machines,4,Apple,Apple Lisa,HDD,Rachel Rowe,Repairs,17070,19863,Bank Transfer,763,2021-08-04,2021-08-28,0,4GB,761,Online,Medium,2784,849,19807,1TB
North America,Illinois,Oak Lawn,Greens Laptops and PCs,6,Dell,Alienware,HDD,Katie Fernandez,Returns,25428,29317,Bank Transfer,235,2021-05-19,2021-06-09,0,8GB,450,Online,High,0,793,26326,500GB
Africa,Ghana,Brong-Ahafo,ABC Computers,7,MSI,GE76 Raider,HDD,Sheila Nichols,Second-hand Sales,27437,30583,Finance,950,2022-08-15,2022-08-24,6240,16GB,784,Online,Medium,0,408,29680,500GB
Africa,Tanzania,Lindi,CK Tech Store,5,Apple,Apple iMac,SSD,Antonio Cobb,Returns,18938,22876,Finance,609,2022-11-11,,39159,16GB,840,Offline,High,0,728,19780,256GB
Africa,Botswana,Central,ABC Computers,1,HP,Stream,HDD,Lisa Williams,New Sales,23014,25849,Bank Transfer,16,2023-01-06,,0,8GB,574,Offline,Medium,0,641,25029,500GB
North America,Illinois,Waukegan,S & A Computer Place,4,Microsoft,Surface Laptop,SSD,Daniel Serrano,Repairs,25569,29268,Cash,398,2023-01-31,,0,4GB,515,Offline,High,1722,978,28871,1TB
Africa,South Africa,Free State,XYZ Tech,5,Asus,VivoBook Flip 14,SSD,Pamela Zavala,Second-hand Sales,18337,21440,Cash,275,2024-01-10,,0,16GB,846,Offline,Medium,0,61,18896,500GB
Africa,Botswana,Central,ABC Computers,9,Dell,Inspiron,SSD,Melissa Dunn,Returns,29142,32237,Finance,410,2023-05-25,,4032,8GB,416,Offline,High,0,417,31286,1TB
North America,Georgia,Peachtree City,ABC Computers,2,Toshiba,Dynabook,SSD,Joe Thomas,Returns,9436,12560,Bank Transfer,500,2021-07-16,2021-07-18,0,2GB,649,Online,Low,0,590,11852,1TB
Africa,Kenya,Kirinyaga,Jacks Hardware,2,MSI,GP65 Leopard,SSD,Christopher Santos,New Sales,5110,7509,Bank Transfer,288,2023-08-20,,0,8GB,721,Offline,Low,0,581,5903,500GB
North America,Texas,Corpus Christi,Jacks Hardware,6,Asus,TUF Gaming A15,SSD,Ashley Wright,Returns,5929,8306,Cash,35,2022-10-15,,0,2GB,479,Offline,Low,0,93,7859,256GB
North America,Texas,Austin,Ricks Computers,7,Toshiba,Portege,HDD,Michael Koch,Returns,7691,10921,Cash,209,2021-03-15,2021-04-09,0,16GB,624,Online,Medium,0,21,8152,256GB
Africa,Ghana,Central,Western International PCs,1,Apple,Apple Macintosh Classic,SSD,George Morales,Repairs,6672,8900,Finance,704,2021-12-02,,24640,4GB,510,Offline,High,2165,224,6692,256GB
North America,California,Oxnard,LJ Computers,5,Microsoft,Surface Pro,HDD,Andrew Miranda,Returns,21428,23780,Finance,12,2021-12-19,,44166,8GB,471,Offline,Medium,0,87,21563,256GB
North America,Illinois,Hoffman Estates,S & A Computer Place,4,Samsung,Chromebook 4,SSD,Daniel Serrano,New Sales,3018,5751,Bank Transfer,433,2021-12-13,,0,16GB,805,Offline,Medium,0,865,4870,256GB
Africa,Morocco,Laayoune-Sakia El Hamra,ABC Computers,9,Lenovo,ThinkCentre M920 Tiny,HDD,Brian Johnson,Returns,5327,7719,Cash,816,2021-09-08,2021-10-08,0,8GB,538,Online,Low,0,174,5950,256GB
North America,Pennsylvania,Bethlehem,ABC Computers,3,Microsoft,Surface Pro,HDD,Carl Davis,New Sales,15850,18558,Bank Transfer,958,2023-02-13,,0,16GB,838,Offline,Medium,0,334,16028,256GB
Africa,Nigeria,Kebbi,XYZ Tech,8,Apple,Apple Macintosh SE,SSD,Timothy Leach,Returns,21716,25763,Finance,121,2024-01-03,,46128,4GB,570,Offline,Medium,0,357,22982,1TB
North America,Ohio,Akron,Benjis Tech,8,Microsoft,Surface Neo,SSD,Max Mccann,Second-hand Sales,18175,21617,Finance,463,2022-10-26,,44424,4GB,458,Offline,Low,0,774,21088,500GB
Africa,Egypt,Sharqia,KyaSand Tech Gadgets,4,Dell,Venue,SSD,Mario Daniel,Second-hand Sales,9209,11388,Finance,277,2023-11-27,,37949,4GB,836,Offline,Low,0,674,9330,500GB
Africa,Botswana,North-East,ABC Computers,9,Apple,Apple Power Mac G5,HDD,Madison Davis,New Sales,11576,14470,Cash,303,2021-04-26,2021-05-15,0,16GB,803,Online,Medium,0,906,13199,500GB
North America,Illinois,Schaumburg,KyaSand Tech Gadgets,3,Dell,XPS,HDD,Jeremy Thomas,Returns,17575,21483,Cash,151,2021-04-06,,0,16GB,765,Offline,Medium,0,593,18969,500GB
Africa,South Africa,Gauteng,Western International PCs,3,HP,Probook,HDD,Pamela Zavala,New Sales,26722,30570,Cash,43,2022-06-09,2022-06-20,0,2GB,638,Online,High,0,457,28898,500GB
North America,Ohio,Beavercreek,Mini Tech,4,Toshiba,Libretto,SSD,Roger Cole,New Sales,18329,22327,Bank Transfer,318,2021-06-22,,0,2GB,609,Offline,High,0,967,21735,500GB
North America,Texas,Brownsville,KyaSand Tech Gadgets,2,Dell,Venue,SSD,Courtney Morgan,Repairs,15384,18333,Finance,478,2022-02-04,2022-02-07,21787,2GB,752,Online,Medium,4875,217,18293,500GB
Africa,South Africa,KwaZulu-Natal,CK Tech Store,10,Samsung,Notebook 9 Pro,SSD,Mrs. Barbara Davenport,Second-hand Sales,9086,12214,Finance,855,2022-06-20,2022-06-27,16173,4GB,638,Online,Medium,0,447,9161,1TB
Africa,Kenya,Embu,Western International PCs,6,Microsoft,Surface Laptop,HDD,Kenneth Moore,Returns,21949,26923,Cash,269,2021-08-27,,0,8GB,838,Offline,Low,0,641,26663,256GB
Africa,Morocco,Larache,ABC Computers,1,Asus,ExpertBook B9,SSD,Gwendolyn Thomas,Returns,2845,5470,Bank Transfer,531,2022-01-16,2022-01-20,0,2GB,402,Online,High,0,683,4152,1TB
Africa,Nigeria,Akwa Ibom,Frankies Hardware and Software,5,Lenovo,ThinkPad P15s,SSD,Jennifer Marshall,Returns,5724,8312,Bank Transfer,675,2023-04-01,2023-04-27,0,4GB,491,Online,Low,0,637,6474,256GB
Africa,Tanzania,Mbeya,S & A Computer Place,8,MSI,GP76 Leopard,SSD,Mitchell Atkins,Returns,16481,18842,Cash,402,2021-07-13,,0,16GB,439,Offline,Low,0,364,17742,256GB
North America,Georgia,Rome,GHI Machines,1,Lenovo,IdeaPad 5,SSD,Christine Ramirez,New Sales,13018,16917,Bank Transfer,190,2021-12-03,2021-12-16,0,4GB,598,Online,High,0,964,13484,500GB
North America,Florida,Palm Bay,ABC Computers,3,Asus,VivoBook S14,SSD,Mary Kidd,Repairs,12667,16438,Bank Transfer,400,2022-11-06,,0,8GB,788,Offline,High,4988,384,16116,500GB
North America,Florida,Fort Lauderdale,CK Tech Store,7,Acer,Nitro 5,HDD,Deborah Anderson MD,Second-hand Sales,18293,20350,Bank Transfer,432,2022-07-31,,0,16GB,596,Offline,Low,0,835,18988,1TB
North America,Pennsylvania,Scranton,GH PC Shop,8,Asus,ROG Zephyrus S GX701,HDD,Nathan Villarreal,New Sales,9211,11679,Cash,38,2022-11-25,,0,2GB,461,Offline,Medium,0,267,10652,256GB
North America,Illinois,Oak Lawn,ABC Computers,8,Microsoft,Surface Studio,SSD,Ashley Jones,Repairs,21776,24920,Finance,226,2022-01-13,2022-01-27,43246,8GB,534,Online,High,4667,779,24173,256GB
North America,Texas,Frisco,Western International PCs,5,Asus,ProArt StudioBook Pro X,SSD,Melanie Taylor,New Sales,28063,32436,Finance,843,2022-02-02,,22088,16GB,627,Offline,Medium,0,514,32010,1TB
Africa,Angola,Bie,S & A Computer Place,6,Samsung,Notebook 9,HDD,Cassidy Mason,Second-hand Sales,8173,10683,Bank Transfer,287,2021-06-14,2021-06-24,0,16GB,765,Online,Low,0,238,10276,256GB
Africa,Morocco,Al Hoceima,Greens Laptops and PCs,1,Acer,Aspire 7,SSD,Gina Day,New Sales,21635,25695,Bank Transfer,435,2021-07-18,2021-07-24,0,16GB,511,Online,Medium,0,131,24049,1TB
Africa,Ghana,Upper East,LJ Computers,4,Toshiba,Portege,HDD,Diana Ashley MD,Repairs,29629,31830,Bank Transfer,974,2023-07-23,2023-08-14,0,4GB,823,Online,Low,3703,202,30821,256GB
North America,Pennsylvania,Scranton,Benjis Tech,7,Toshiba,Qosmio,HDD,Michael Chan,Returns,4890,8488,Bank Transfer,292,2023-07-11,2023-07-14,0,2GB,599,Online,Low,0,913,7795,500GB
North America,Texas,Dallas,ABC Computers,3,MSI,GE76 Raider,SSD,Melanie Taylor,New Sales,19896,24869,Cash,373,2022-03-19,,0,2GB,814,Offline,High,0,675,23451,1TB
Africa,Morocco,Tiznit,CK Tech Store,2,Asus,ProArt StudioBook Pro X,SSD,Kelly Mitchell,New Sales,7819,10691,Cash,444,2022-08-27,,0,8GB,685,Offline,Medium,0,873,8172,256GB
Africa,South Africa,Gauteng,Benjis Tech,6,Acer,Aspire 7,HDD,Erin Williams,Returns,17673,20895,Bank Transfer,396,2021-09-08,2021-09-19,0,16GB,626,Online,Low,0,252,20776,1TB
North America,New York,Niagara Falls,Greens Laptops and PCs,1,Toshiba,Portege,SSD,Kelsey Olson,Second-hand Sales,28302,30831,Finance,503,2022-10-13,2022-10-18,856,4GB,487,Online,Medium,0,18,29009,1TB
Africa,Kenya,Embu,GH PC Shop,10,Acer,Spin 5,HDD,Jeffrey Cook,Second-hand Sales,6485,10118,Bank Transfer,544,2022-12-21,2023-01-08,0,8GB,677,Online,Medium,0,773,7350,256GB
North America,North Carolina,Jacksonville,CK Tech Store,4,Apple,Apple iMac,SSD,Brady Walton,Second-hand Sales,18866,23837,Bank Transfer,826,2023-01-30,,0,2GB,533,Offline,High,0,288,20936,500GB
Africa,Egypt,Red Sea,Western International PCs,6,MSI,GL65 Leopard,SSD,Jacob Hudson,Second-hand Sales,10935,15198,Finance,81,2022-10-18,2022-11-16,11310,2GB,778,Online,Medium,0,264,14737,1TB
Africa,Kenya,Wajir,ABC Computers,6,Microsoft,Surface Hub,HDD,Tonya Nolan,Second-hand Sales,23957,26680,Bank Transfer,354,2022-10-26,,0,4GB,483,Offline,Medium,0,882,25598,1TB
North America,Illinois,Peoria,DEF Machines,7,Acer,Aspire 7,HDD,Katie Fernandez,Second-hand Sales,6877,11526,Bank Transfer,802,2022-03-12,2022-03-17,0,4GB,463,Online,Medium,0,367,10521,256GB
North America,California,Chula Vista,Mini Tech,9,Asus,VivoBook S14,HDD,Andrew Miranda,Repairs,3499,6083,Finance,739,2022-11-28,2022-12-10,27553,8GB,843,Online,Low,2550,669,3687,256GB
North America,Georgia,Augusta,Frankies Hardware and Software,2,HP,Omen,SSD,Michael Turner,Returns,10174,15084,Bank Transfer,578,2024-02-22,,0,8GB,610,Offline,Low,0,757,10544,1TB
North America,New York,Binghamton,LJ Computers,3,Dell,XPS,HDD,Natalie Jimenez,Second-hand Sales,26134,29361,Bank Transfer,121,2021-07-05,2021-07-19,0,2GB,762,Online,Medium,0,903,26628,256GB
Africa,Morocco,Fes,KyaSand Tech Gadgets,1,Apple,Apple Lisa,HDD,Jessica Thomas,New Sales,25457,29749,Finance,753,2021-11-19,2021-11-28,18148,4GB,651,Online,High,0,912,25594,500GB
Africa,Angola,Bengo,ABC Computers,8,Microsoft,Surface Duo,HDD,Cassidy Mason,Second-hand Sales,17862,22612,Bank Transfer,893,2023-03-04,,0,16GB,770,Offline,High,0,526,21903,256GB
North America,Ohio,Reynoldsburg,ABC Computers,6,Samsung,Notebook Odyssey,SSD,Eric James,Returns,18358,22310,Cash,37,2024-01-20,,0,4GB,461,Offline,Low,0,146,18805,256GB
North America,North Carolina,Winston-Salem,ABC Computers,8,HP,Elitebook,HDD,Tony Valenzuela,Returns,11840,14980,Finance,542,2024-02-06,,21212,2GB,632,Offline,High,0,683,13802,1TB
Africa,Ghana,Central,ABC Computers,10,Toshiba,Qosmio,SSD,Kevin Lee,Repairs,11656,16173,Cash,735,2023-07-13,2023-08-07,0,2GB,749,Online,Medium,2543,146,14372,500GB
North America,Pennsylvania,York,GHI Machines,4,Dell,Inspiron,SSD,Beth James,Second-hand Sales,7236,10879,Bank Transfer,466,2024-01-27,,0,16GB,449,Offline,High,0,751,9644,256GB
North America,Michigan,Novi,KyaSand Tech Gadgets,7,Asus,ZenBook Flip S UX371,HDD,Rebecca Smith,Returns,18995,21620,Cash,422,2024-02-11,,0,4GB,514,Offline,Medium,0,830,21381,500GB
North America,New York,Newburgh,S & A Computer Place,7,HP,Probook,HDD,Alan Newman,New Sales,4989,7074,Bank Transfer,100,2022-03-16,2022-03-25,0,2GB,413,Online,High,0,951,5341,500GB
Africa,Angola,Lunda Norte,ABC Computers,8,Microsoft,Surface Book,SSD,James Thornton,Second-hand Sales,18379,20534,Bank Transfer,233,2023-01-27,,0,4GB,764,Offline,High,0,915,19436,500GB
North America,Ohio,Elyria,Jacks Hardware,1,Samsung,Notebook 7 Spin,SSD,Melissa Fernandez,New Sales,6400,9459,Bank Transfer,986,2024-01-17,,0,16GB,788,Offline,High,0,232,7485,256GB
Africa,Nigeria,Taraba,ABC Computers,1,Toshiba,Satellite,HDD,Jennifer Wolf,Returns,9809,13668,Finance,412,2024-02-11,,18637,4GB,812,Offline,High,0,151,10033,256GB
Africa,Nigeria,Sokoto,Western International PCs,8,Dell,XPS,SSD,Lisa Morgan,Returns,19961,23158,Bank Transfer,248,2022-03-01,,0,4GB,837,Offline,Medium,0,739,21565,500GB
North America,North Carolina,Statesville,ABC Computers,4,Toshiba,Tecra,SSD,Tony Valenzuela,Second-hand Sales,28685,33509,Bank Transfer,131,2022-07-08,2022-07-26,0,2GB,710,Online,High,0,850,28851,256GB
North America,Ohio,Beavercreek,LJ Computers,7,Toshiba,Libretto,SSD,Molly Johns,Second-hand Sales,2502,6465,Cash,245,2022-11-08,,0,16GB,718,Offline,Low,0,622,4238,256GB
Africa,Morocco,Azilal,Benjis Tech,9,Toshiba,Satellite,SSD,John Whitney,Second-hand Sales,9212,13114,Cash,527,2021-06-07,,0,4GB,551,Offline,Medium,0,148,12871,1TB
North America,Florida,Hollywood,ABC Computers,10,Dell,Inspiron,SSD,Alexis Murray,New Sales,29468,33309,Bank Transfer,858,2022-09-09,2022-09-12,0,8GB,580,Online,Medium,0,235,30660,256GB
North America,Ohio,Cleveland,Western International PCs,8,Microsoft,Surface Neo,HDD,Jason Gentry,Repairs,20338,22417,Bank Transfer,895,2024-02-22,2024-03-17,0,4GB,722,Online,High,3096,255,20910,500GB
North America,Illinois,Champaign,KyaSand Tech Gadgets,9,Toshiba,Qosmio,SSD,Katie Fernandez,Repairs,4634,7642,Bank Transfer,488,2022-01-21,,0,8GB,809,Offline,High,4590,494,6379,1TB
North America,North Carolina,Gastonia,ABC Computers,2,Microsoft,Surface Go,HDD,Craig Wheeler,Second-hand Sales,29764,33417,Bank Transfer,690,2022-02-24,2022-02-26,0,16GB,829,Online,Medium,0,74,30075,500GB
Africa,Botswana,Kweneng,DEF Machines,6,MSI,GS66 Stealth,HDD,Justin Schroeder,New Sales,22086,26558,Finance,680,2021-09-26,2021-10-26,18265,16GB,427,Online,High,0,879,22636,1TB
Africa,Morocco,Boujdour,GHI Machines,8,MSI,GP76 Leopard,HDD,Kelly Mitchell,Returns,28931,32049,Finance,837,2021-06-28,2021-07-20,33658,8GB,673,Online,High,0,41,31348,500GB
Africa,Ghana,Northern,Ricks Computers,8,Microsoft,Surface Studio,HDD,George Morales,Second-hand Sales,7475,11181,Finance,344,2021-11-09,,49421,8GB,451,Offline,Medium,0,217,9807,1TB
Africa,Botswana,Central,DEF Machines,4,Microsoft,Surface Go,HDD,Madison Davis,New Sales,9364,12398,Cash,828,2023-04-09,,0,4GB,710,Offline,High,0,189,10839,500GB
North America,California,Stockton,GHI Machines,10,Dell,Chromebook,HDD,Larry Smith,Repairs,3417,5915,Cash,476,2024-01-03,2024-01-17,0,4GB,843,Online,Low,1617,936,4087,256GB
Africa,Morocco,Marrakech,Jacks Hardware,8,Samsung,Notebook Odyssey,HDD,Gwendolyn Thomas,Second-hand Sales,19380,23135,Cash,377,2021-07-10,,0,8GB,694,Offline,Medium,0,177,20751,1TB
North America,New York,New Rochelle,GH PC Shop,4,Microsoft,Surface Laptop,SSD,Gabrielle Patterson,Repairs,11389,14477,Cash,439,2021-09-08,,0,4GB,767,Offline,High,1951,454,12955,500GB
Africa,Egypt,Beheira,Benjis Tech,6,HP,Spectre,HDD,Evan Scott,Second-hand Sales,19343,23591,Bank Transfer,173,2022-08-25,,0,16GB,450,Offline,Low,0,371,19823,500GB
North America,New York,Yonkers,ABC Computers,8,HP,Chromebook,HDD,Natalie Jimenez,Repairs,16952,21727,Bank Transfer,741,2022-03-19,2022-03-26,0,4GB,642,Online,Low,2494,356,18688,500GB
Africa,Botswana,Kgatleng,Western International PCs,6,HP,ZBook,HDD,Susan Nelson,New Sales,18151,20666,Finance,403,2022-10-08,2022-11-06,26169,2GB,684,Online,Low,0,524,18842,500GB
North America,Ohio,Fairfield,ABC Computers,10,Dell,Vostro,SSD,Max Mccann,Returns,18027,22613,Finance,519,2021-08-13,2021-08-18,10643,4GB,603,Online,High,0,705,22034,256GB
Africa,Botswana,Kweneng,Ricks Computers,8,MSI,GE76 Raider,HDD,Melissa Dunn,New Sales,23326,27841,Finance,347,2022-10-21,2022-11-19,46018,16GB,416,Online,Medium,0,70,26447,500GB
Africa,South Africa,Mpumalanga,ABC Computers,9,Lenovo,IdeaPad Flex 5,SSD,Daniel Lane,New Sales,4991,9433,Finance,54,2021-11-20,,40669,16GB,427,Offline,Low,0,623,8766,256GB
North America,New York,Utica,CK Tech Store,10,Lenovo,IdeaPad 5,SSD,Victoria Hodges,Returns,14241,16366,Bank Transfer,229,2022-07-19,2022-08-18,0,16GB,695,Online,Low,0,374,15146,256GB
North America,Michigan,Detroit,XYZ Tech,10,Acer,Aspire E 15,SSD,Allen Juarez,Second-hand Sales,21144,23194,Bank Transfer,459,2023-03-03,2023-03-12,0,4GB,545,Online,Low,0,124,22790,500GB
North America,Illinois,Skokie,Frankies Hardware and Software,10,Samsung,Notebook 5,SSD,Ashley Jones,Returns,3164,5419,Finance,43,2023-07-27,2023-08-19,23592,2GB,586,Online,High,0,609,3183,1TB
Africa,Ghana,Volta,LJ Computers,9,Acer,Predator Helios 300,SSD,Diana Ashley MD,Repairs,26942,30742,Cash,754,2022-03-07,2022-04-03,0,16GB,806,Online,Medium,1663,122,29409,500GB
Africa,Nigeria,Edo,Jacks Hardware,8,HP,Envy,HDD,Mary Shaw,New Sales,22360,27260,Cash,13,2021-03-23,,0,16GB,637,Offline,Low,0,121,22914,256GB
North America,Florida,Miami,Benjis Tech,2,Microsoft,Surface Hub,HDD,Rachel Rowe,Second-hand Sales,25314,29103,Cash,427,2024-02-29,2024-03-03,0,8GB,468,Online,Medium,0,809,26116,500GB
North America,Illinois,Cicero,CK Tech Store,8,Apple,Apple Mac Mini,SSD,Amanda Mitchell,Returns,25983,28417,Finance,462,2023-04-18,2023-05-15,1424,8GB,723,Online,High,0,192,28193,500GB
North America,New York,Hempstead,CK Tech Store,10,Asus,ZenBook UX425,SSD,Victoria Hodges,Repairs,6563,9077,Bank Transfer,368,2022-05-01,,0,2GB,727,Offline,Low,2707,210,6667,500GB
North America,Illinois,Aurora,GH PC Shop,7,Microsoft,Surface Studio,SSD,Curtis Tucker,Second-hand Sales,15340,20162,Finance,746,2023-08-11,2023-09-07,49741,4GB,809,Online,Low,0,11,16303,256GB
North America,New York,Rochester,A & A PCs,10,Acer,Spin 5,SSD,John Lee,Returns,15034,17105,Cash,640,2021-12-30,,0,4GB,797,Offline,Medium,0,680,16784,500GB
North America,Illinois,Elgin,Greens Laptops and PCs,9,MSI,GS66 Stealth,SSD,Jason Phillips,Repairs,21688,25740,Finance,451,2022-09-02,,4433,16GB,406,Offline,Low,1174,509,25255,256GB
North America,Georgia,Newnan,Frankies Hardware and Software,8,HP,Omen,SSD,Jacqueline Rice,New Sales,16921,20474,Bank Transfer,331,2021-11-11,,0,2GB,683,Offline,Medium,0,327,17365,1TB
Africa,Egypt,Alexandria,S & A Computer Place,2,Samsung,Galaxy Book S,HDD,Kelly Christian,Repairs,26279,29532,Bank Transfer,972,2023-01-02,,0,2GB,492,Offline,High,1088,840,27023,256GB
North America,Texas,Corpus Christi,Frankies Hardware and Software,4,MSI,P65 Creator,SSD,Mike Miranda,Repairs,17400,19530,Bank Transfer,481,2023-10-21,,0,8GB,612,Offline,Low,4952,352,18520,1TB
North America,Pennsylvania,Monessen,Frankies Hardware and Software,9,Asus,TUF Gaming A15,SSD,Carl Davis,New Sales,3121,7168,Finance,336,2021-11-11,,32318,4GB,450,Offline,Low,0,753,3853,1TB
North America,Georgia,East Point,GHI Machines,1,MSI,GS66 Stealth,SSD,Ashley Thomas,Repairs,21643,25014,Bank Transfer,441,2023-09-18,2023-10-09,0,4GB,501,Online,Low,2921,411,22024,256GB
North America,California,San Jose,DEF Machines,10,Acer,Predator Helios 300,SSD,Linda Perez,New Sales,11365,15256,Bank Transfer,765,2022-10-11,,0,4GB,676,Offline,Medium,0,792,11700,1TB
North America,New York,Yonkers,LJ Computers,5,MSI,GF63 Thin,SSD,Kelsey Olson,New Sales,23514,28312,Bank Transfer,274,2022-09-26,,0,2GB,684,Offline,High,0,20,26395,500GB
Africa,Ghana,Ashanti,ABC Computers,9,Apple,Apple iMac,SSD,Jonathan Miller,Second-hand Sales,8970,13504,Finance,355,2023-02-04,,25765,8GB,615,Offline,Medium,0,31,12951,500GB
Africa,Ghana,Eastern,Jacks Hardware,6,Lenovo,Legion 5,SSD,Kevin Lee,New Sales,24639,27023,Cash,412,2022-01-19,2022-01-26,0,16GB,830,Online,High,0,327,26388,1TB
North America,Michigan,Dearborn,Benjis Tech,4,Microsoft,Surface Pro,HDD,Rebecca Smith,Repairs,23621,26353,Finance,89,2022-10-28,,8260,4GB,834,Offline,Medium,2862,742,25099,256GB
North America,New York,Troy,GH PC Shop,9,Dell,Alienware,SSD,Alan Newman,New Sales,15570,18662,Bank Transfer,628,2022-09-11,2022-10-04,0,16GB,486,Online,High,0,493,17661,1TB
Africa,Nigeria,Oyo,S & A Computer Place,5,Toshiba,Satellite,HDD,Mary Shaw,Repairs,17062,22049,Bank Transfer,329,2023-01-20,,0,4GB,704,Offline,Medium,1345,688,20107,500GB
North America,Florida,St. Petersburg,Greens Laptops and PCs,2,Toshiba,Tecra,SSD,Mark Evans,Repairs,7828,11975,Finance,155,2023-01-11,2023-02-07,33070,4GB,800,Online,High,4741,415,8195,1TB
Africa,Ghana,Northern,CK Tech Store,9,Toshiba,Portege,SSD,George Morales,Returns,4676,9033,Cash,155,2023-05-13,,0,16GB,401,Offline,Low,0,322,8042,1TB
North America,California,Irvine,GHI Machines,6,Acer,Chromebook Spin 311,SSD,Joe Black,Returns,3962,7406,Cash,796,2023-10-28,2023-11-14,0,4GB,730,Online,Low,0,698,4309,256GB
Africa,Botswana,South-East,Ricks Computers,10,Apple,Apple MacBook Pro,SSD,Michael Byrd,New Sales,12056,14759,Cash,255,2022-07-27,2022-08-20,0,4GB,738,Online,Medium,0,225,13596,256GB
Africa,Nigeria,Benue,Mini Tech,9,Samsung,Notebook Odyssey,SSD,Collin Bryant,Repairs,23895,27425,Bank Transfer,42,2022-11-19,,0,2GB,488,Offline,Low,2975,731,26717,500GB
North America,Florida,Gainesville,Western International PCs,10,MSI,GP65 Leopard,SSD,Richard Patterson,New Sales,26773,31383,Finance,395,2021-08-03,2021-08-21,21539,8GB,521,Online,Low,0,764,29996,1TB
North America,New York,Albany,Mini Tech,9,Asus,ZenBook Flip S UX371,SSD,Alan Newman,New Sales,22409,24994,Bank Transfer,902,2022-03-29,2022-04-08,0,4GB,413,Online,Low,0,540,24903,256GB
North America,Illinois,Springfield,Ricks Computers,8,Dell,OptiPlex,HDD,Kathleen Robinson,Repairs,13129,17805,Bank Transfer,496,2023-12-28,2024-01-24,0,2GB,736,Online,Medium,2226,290,16475,500GB
Africa,South Africa,Free State,GH PC Shop,2,Lenovo,IdeaPad Flex 5,SSD,Thomas Barr,New Sales,20155,24289,Cash,485,2021-05-10,,0,8GB,673,Offline,High,0,267,23436,1TB
